id,replies,retweets,quotes,likes,tidy_tweets,sentiment,Overall_sentimental,day_of_week,date_only,Time
361388562,19,5,17,11,Tune in ET tomorrow for a live webcast of Families USA Presidential Forum on health care http presidentialforums health org ,0.13636363636363635,Positive,Wednesday,2007-10-24,22:45:00
543984392,13,16,6,22,Iowans there s a good chance there s a Biden near you today on a cool F day http blog joebiden com p ,0.3833333333333333,Positive,Saturday,2007-12-29,15:35:00
189287227321356289,21,82,1,20,We re excited to announce that JoeBiden is being rebooted for the campaign season to give you news of the Vice President on the trail ,0.375,Positive,Monday,2012-04-09,09:42:00
189287350034104320,144,76,37,51,Campaign staff will run this account to keep you up to date on what the VP s up to but you ll see occasional tweets from Joe himself too ,0.0,Neutral,Monday,2012-04-09,09:43:00
189339650610036736,10,54,0,5,News for you this morning VP Biden will speak in Exeter NH on on tax fairness and the President s support for the #BuffettRule ,0.0,Neutral,Monday,2012-04-09,13:11:00
189343279140184065,16,52,0,6,In NH on the Vice President will give his take on why millionaires shouldn t pay a lower tax rate than middle class families do ,0.0,Neutral,Monday,2012-04-09,13:25:00
189383473717460992,114,471,0,51,I m for the Buffett Rule because it just makes sense Like the President says it s not class warfare It s math Joe,0.0,Neutral,Monday,2012-04-09,16:05:00
189456416917032960,13,29,0,12,During a recent campaign stop in Ohio VP Biden took an unexpected phone call http t co mI osDxK,0.05,Neutral,Monday,2012-04-09,20:55:00
189712253187145728,21,217,1,137,Favorite Joe photos volume http t co Xt pSrGc,0.5,Positive,Tuesday,2012-04-10,13:51:00
189742771387637760,8,21,0,5,The VP will be speaking in NH on Thursday about the #BuffettRule Here s what you need to know about it http t co sWu EjD ,0.0,Neutral,Tuesday,2012-04-10,15:52:00
189773314288402432,16,44,0,7,Joe We re not only fighting to keep jobs in this country we re fighting to bring jobs back to this country http t co oQXBjj N,0.0,Neutral,Tuesday,2012-04-10,17:54:00
189813040856825856,26,26,0,3,Congress is scheduled to vote on the Buffett Rule next week Why do you support a fairer tax system http t co Piruuqan,0.0,Neutral,Tuesday,2012-04-10,20:32:00
190129116622761984,18,29,0,11,RT BarackObama The Republican primary is all but over and this race is on Are you ready http t co VdHE Ayb,0.30000000000000004,Positive,Wednesday,2012-04-11,17:28:00
190146175008112640,7,11,0,4,Heads up We ll be livestreaming the Vice President s New Hampshire speech on the #BuffettRule tomorrow Watch this space for details ,0.13636363636363635,Positive,Wednesday,2012-04-11,18:35:00
190172245975502848,28,443,0,208,High five http t co ZNnRhyVE,0.16,Positive,Wednesday,2012-04-11,20:19:00
190198707449372673,1,8,0,3,RT OFA NH #Exeter gets ready for JoeBiden s #BuffettRule speech here tomorrow http t co YZjlEqe,0.2,Positive,Wednesday,2012-04-11,22:04:00
190221525117448192,25,64,0,7,Compare your tax rate to Mitt Romney s http t co R vmjGJe #BuffettRule,0.0,Neutral,Wednesday,2012-04-11,23:35:00
190454419035398145,22,89,0,21,The Vice President is speaking about the #BuffettRule in Exeter New Hampshire at pm ET tune in here http t co QK yYL X,0.13636363636363635,Positive,Thursday,2012-04-12,15:00:00
190468063236337664,5,19,0,2,Watch Vice President Biden s speech live http t co uYcZa vK #BuffettRule,0.13636363636363635,Positive,Thursday,2012-04-12,15:54:00
190468245638221824,2,12,0,2,The Vice President s speech will be live tweeted on Obama ,0.13636363636363635,Positive,Thursday,2012-04-12,15:55:00
190508166717517825,14,23,0,4,RT Obama The President and I believe in a fair shot and a fair shake VP JoeBiden #BuffettRule,0.7,Positive,Thursday,2012-04-12,18:34:00
190594251615240192,12,26,0,8,The Vice President made the case for economic fairness and a strong middle class in New Hampshire today http t co GXHRrVec,0.19242424242424241,Positive,Friday,2012-04-13,00:16:00
190605642581549056,7,27,0,7,Here s the full video of VP Biden s speech on the #BuffettRule in New Hampshire this morning http t co RFhqv o ,0.24318181818181817,Positive,Friday,2012-04-13,01:01:00
190619904238563330,140,268,0,62,Karen in NH It s about time the tax code was refurbished so it not only benefits the wealthy but helps everybody http t co bn gX ,0.25,Positive,Friday,2012-04-13,01:58:00
190826443322818561,0,15,0,4,Join Vice President Biden and special guests for a #Gen event in D C on April th http t co SUwSQoW,0.35714285714285715,Positive,Friday,2012-04-13,15:39:00
190872265120940034,8,17,0,7,Photo of the day VP Biden greets a little Granite Stater during a campaign stop http t co T hb Qk,-0.1875,Negative,Friday,2012-04-13,18:41:00
190896173958168577,19,89,0,14,While Romney stalls on releasing his tax returns take a look back at years of the President and VP s taxes http t co HRmoZFD,0.0,Neutral,Friday,2012-04-13,20:16:00
190922422483042304,11,24,0,5,The Vice President sat down for a chat with edshow s Ed Schultz yesterday http t co VqmUoOla,-0.15555555555555559,Negative,Friday,2012-04-13,22:00:00
191185984912752641,5,35,0,32,Today in favorite Joe photos The VP reacts to a joke during a Motown tribute concert at the White House this February http t co t W Q N,0.25,Positive,Saturday,2012-04-14,15:27:00
191922916563222528,21,48,0,7, In America we re not supposed to have a system that s rigged Vice President Biden on the common sense #BuffettRule,-0.3,Negative,Monday,2012-04-16,16:16:00
191951432654663680,17,41,0,4,As the Senate nears a vote on the #BuffettRule tweet your senators and ask them to support it http t co ILd FS,0.0,Neutral,Monday,2012-04-16,18:09:00
192295285098156032,9,17,0,6,Expecting a great crowd at the #Gen event tonight looking forward to seeing you all there Joe,0.8,Positive,Tuesday,2012-04-17,16:55:00
192372300979519488,10,59,0,47,Favorite Joe photos vol http t co f S DjDG,0.5,Positive,Tuesday,2012-04-17,22:01:00
192450734799847424,7,40,0,9,Fired up crowd at the Howard Theatre this evening Thanks for coming out guys Joe,0.2,Positive,Wednesday,2012-04-18,03:13:00
192658120269500416,9,8,0,2,RT LatinosforObama Today is the national launch of LatinosforObama become a part of it here http t co FtQV jb #Latinos ,0.0,Neutral,Wednesday,2012-04-18,16:57:00
192679673308782593,10,37,0,6,Granddaughter Naomi introduced me at #Gen event last night She said young people have to turn out the vote this year she s right Joe,0.12857142857142856,Positive,Wednesday,2012-04-18,18:23:00
192714383175069697,5,26,0,9,RT VP VP today on reauthorizing #VAWA What are we arguing about This shouldn t be hard ,-0.2916666666666667,Negative,Wednesday,2012-04-18,20:41:00
192723684140654593,14,114,2,15,RT VP VP Biden No woman should be victimized purely because someone else had more physical power or more economic power #VAWA,0.28285714285714286,Positive,Wednesday,2012-04-18,21:18:00
192753468186959875,4,17,0,7,Watch Vice President Biden make the case for reauthorizing the #VAWA which he authored as a senator http t co yzcMDY I,0.0,Neutral,Wednesday,2012-04-18,23:16:00
193047199297445888,7,9,0,13,A favorite photo Joe gets barbecue with his son Beau during the Democratic National Convention in Denver http t co oxtdDhCn,0.5,Positive,Thursday,2012-04-19,18:43:00
193081247776505856,7,14,0,9,Joe Biden tells Esquiremag what he s learned so far http t co v CuP NC,0.1,Positive,Thursday,2012-04-19,20:58:00
193386289544970240,12,21,0,5,Joe spells out why organizing for #Obama now will make all the difference in November http t co gNbj vBd,0.0,Neutral,Friday,2012-04-20,17:10:00
193733508651425793,7,17,0,2,Joe told CARandDRIVER about his passion for cars and why President Obama s auto industry rescue was the right move http t co h YiZLN,0.2857142857142857,Positive,Saturday,2012-04-21,16:10:00
194450021532442628,0,10,0,3,On Thursday VP Biden will make a campaign stop at NYU to talk about national security ,0.0,Neutral,Monday,2012-04-23,15:37:00
194450291834359809,5,8,0,3,To tee up the VP s speech we ll be spotlighting the Vice President s foreign policy work stay tuned for stories and photos all week long ,-0.0875,Neutral,Monday,2012-04-23,15:38:00
194464639545909250,3,12,1,5,During a visit to the Middle East in the VP spoke of the close bond between the U S and Israel http t co Obihd ts,0.0,Neutral,Monday,2012-04-23,16:35:00
194529576205025281,2,5,0,2,In May the VP reaffirmed U S solidarity with a unified EU in an address to the European Parliament http t co QhKwAL ,0.0,Neutral,Monday,2012-04-23,20:53:00
194850770959609856,5,9,1,3,VP national security speech week Check out photos from the Vice President s trip to China last summer http t co QIhNEwvY,0.0,Neutral,Tuesday,2012-04-24,18:10:00
194853740040302592,194,65,96,37,Read Vice President Biden s op ed on the benefits of a strong U S China relationship http t co eOCdagLc,0.4333333333333333,Positive,Tuesday,2012-04-24,18:22:00
194880773839519746,1,12,0,2,Watch highlights from the VP s trip to Asia including a visit with Japanese earthquake survivors http t co oStlnBVw,0.0,Neutral,Tuesday,2012-04-24,20:09:00
194929312938459136,10,4,0,3,The VP spoke about the importance of building a sovereign stable Afghanistan in January http t co ZrulCduN,0.0,Neutral,Tuesday,2012-04-24,23:22:00
195176336346710016,0,13,0,19,VP national security speech week In December the VP marked the end of combat operations in Iraq http t co LMXUKtHz,0.1,Positive,Wednesday,2012-04-25,15:43:00
195204064395538432,3,6,1,4,Photo gallery The Vice President explores Turkey during a December trip http t co L yxzkq,0.0,Neutral,Wednesday,2012-04-25,17:34:00
195262295469862914,31,112,0,36,There s an #Obama weekend of action coming up and Joe wants you to get involved see what s going on in your town http t co hZxdLm ,0.15000000000000002,Positive,Wednesday,2012-04-25,21:25:00
195302471839645696,10,24,0,5,Tune in to http t co iLAnMhdW tomorrow at am ET we ll be streaming VP Biden s national security speech from NYU ,0.0,Neutral,Thursday,2012-04-26,00:05:00
195516676576514050,6,12,0,3,The live stream of VP Biden s foreign policy speech kicks off at am ET watch at http t co iLAnMhdW,0.005681818181818177,Neutral,Thursday,2012-04-26,14:16:00
195566368081461249,25,71,7,94, JoeBiden on President Obama He set in motion a policy that ended the war in Iraq responsibly ,0.2,Positive,Thursday,2012-04-26,17:33:00
195567451830890496,10,28,0,6,Vice President Biden Gov Romney s foreign and security policy would return us to the past we have worked so hard to move beyond ,-0.22222222222222224,Negative,Thursday,2012-04-26,17:38:00
195568130460876800,4,58,0,8,VPOTUS We ve taken more terrorists off the battlefield in the last years than in the previous putting al Qaeda on a path to defeat ,0.11111111111111112,Positive,Thursday,2012-04-26,17:40:00
195569465834999809,2,6,0,5, We made the G a new forum for international economic coordination recognizing the reality of the st century Vice President Biden,0.11212121212121212,Positive,Thursday,2012-04-26,17:46:00
195570763632353282,5,45,0,5,VPOTUS Gov Romney reflexively criticizes the President s policies and almost in every case without offering any specific alternative ,0.0,Neutral,Thursday,2012-04-26,17:51:00
195572441668526081,12,85,0,10,VP Biden To the extent Governor Romney has shown any foreign policy vision it is through the glass of a rearview mirror ,-0.125,Negative,Thursday,2012-04-26,17:57:00
195573651486146561,11,32,0,11,VP There s no country better positioned to lead the world in the st century than the U S but only if we stay on the course we re on ,0.25,Positive,Thursday,2012-04-26,18:02:00
195692287328657409,19,85,0,10, The Violence Against Women Act is as important today as it s ever been VPOTUS urging the House to pass #VAWA after the Senate vote today,0.4,Positive,Friday,2012-04-27,01:54:00
195894382010974209,2,10,0,5,The VP gave a speech on national security yesterday at NYU watch his full remarks http t co wgNnQp,0.35,Positive,Friday,2012-04-27,15:17:00
195909513830871040,16,47,20,37,VP national security speech week Biden hails the successful reset of U S Russia relations in http t co hq bTKCe,0.75,Positive,Friday,2012-04-27,16:17:00
195936936773419008,4,7,0,5,VP Biden led the U S delegation to South Africa for the World Cup get his take on the experience http t co lqZ jA x,0.0,Neutral,Friday,2012-04-27,18:06:00
195966131255787521,1,9,0,3,In March the VP traveled to Mexico and Honduras to talk economic and security issues http t co mBF TWNM,0.2,Positive,Friday,2012-04-27,20:02:00
195996158055817216,5,5,0,3,Recap the VP s trip to Chile and Costa Rica and read the op ed he wrote for Latin American newspapers http t co i sCWmsa,0.0,Neutral,Friday,2012-04-27,22:01:00
196016577471193088,7,29,0,4,There s still time to get in on the #Obama Voter Registration Weekend of Action find an event near you http t co sNXkP ,0.1,Positive,Friday,2012-04-27,23:22:00
196284758366502913,21,65,0,55,A favorite Joe photo The President and VP walking together at a Chrysler plant in Indiana http t co zyruYyd ,0.5,Positive,Saturday,2012-04-28,17:08:00
196629784854396928,2,17,0,6,Joe fans Be sure to bookmark the new VP Biden page on the #Obama website for updates from the campaign trail http t co jLFjMT q,0.3181818181818182,Positive,Sunday,2012-04-29,15:59:00
197008860526030849,8,11,0,3,The VP spoke to LaRedHispana about how President Obama s policies are benefiting Latinos http t co LMXl lOI,0.0,Neutral,Monday,2012-04-30,17:05:00
197444055918063616,2,16,0,8,Dr Biden spoke in Kansas City Missouri about the role community colleges play in developing a st century workforce http t co pJvlFyEh,0.0,Neutral,Tuesday,2012-05-01,21:55:00
197468288245178369,8,11,0,8,Take a look back through Joe s career with these photos via TPM http t co GRehp f,0.0,Neutral,Tuesday,2012-05-01,23:31:00
198091236517744640,3,11,0,4,VP Biden spoke at LafCol in Pennsylvania last night the same school his great grandfather attended http t co TAkS auH,0.26666666666666666,Positive,Thursday,2012-05-03,16:46:00
198116408956166144,4,16,0,3,RT VP PHOTO VP Biden tours the archives of LafCol where his great grandfather and great uncles enrolled http t co jMTHyMEW,0.8,Positive,Thursday,2012-05-03,18:26:00
198160328519991296,3,15,0,5,RT VP PHOTO VP Biden celebrates Cinco de Mayo a few days early at a breakfast at the Naval Observatory http t co Sbk s J,-0.05,Neutral,Thursday,2012-05-03,21:21:00
198431588189618176,5,19,0,6,The Obama Biden campaign kicks into high gear with a rally in Columbus tomorrow watch live at pm ET http t co OtrSPnTf,0.1481818181818182,Positive,Friday,2012-05-04,15:19:00
198451042243985408,11,23,0,5,Get in on the #Obama rally action this Saturday from home your note or photo could be featured on the livestream http t co MLJRX ji,0.1,Positive,Friday,2012-05-04,16:36:00
198465877799223296,3,21,0,6,VP Biden hosted a Cinco de Mayo breakfast this week keep the celebration going by following LatinosforObama #FF,0.0,Neutral,Friday,2012-05-04,17:35:00
198580862730768384,3,19,0,7,VP Biden talked to the YWCAUSA today about the importance of reauthorizing the #VAWA http t co v Txn U,0.0,Neutral,Saturday,2012-05-05,01:12:00
198591315439665152,4,24,0,6,Learn more about the VP s efforts to combat teen dating violence http t co kBlzIlQj # is Many,0.3333333333333333,Positive,Saturday,2012-05-05,01:53:00
198777710431051776,3,51,0,9,Let s get this show on the road Tune in to http t co OtrSPnTf at pm ET for the first #Obama campaign rally of the year ,0.25,Positive,Saturday,2012-05-05,14:14:00
198791882216701952,8,22,0,7,Attending one of the rallies in person or taking part online Tweet your thoughts and photos with the hashtag #Obama ,0.0,Neutral,Saturday,2012-05-05,15:10:00
198900985656123392,32,121,0,22,It s great to see people so fired up at the President s rallies today I m ready to go for the next six months hope you are too Joe,0.3333333333333333,Positive,Saturday,2012-05-05,22:24:00
198901460686213120,75,266,3,40,Let s get this President the second term he deserves Joe,0.0,Neutral,Saturday,2012-05-05,22:26:00
199519718653177857,19,27,1,6,In case you could use a cup of Joe in your day http t co L OHp Fu,0.0,Neutral,Monday,2012-05-07,15:23:00
199945449757618177,6,8,0,3,Dr Jill Biden encouraged graduates from BrowardCollege to lift up others at their commencement last Friday http t co PPhi vRz,0.0,Neutral,Tuesday,2012-05-08,19:34:00
200068107685994496,11,48,0,8,RT VP The Senate lost a brilliant strategic mind a man with absolute integrity He will be missed VP on senatorlugar,0.55,Positive,Wednesday,2012-05-09,03:42:00
200269248684232705,31,37,0,8,The newest #Obama ad is a look at the progress we ve made these last few years http t co ayGHrqEU,-0.1,Negative,Wednesday,2012-05-09,17:01:00
200629999429103619,52,188,0,87,Two years ago today Elena Kagan poses with the VP and President Obama on the day she s nominated to the Supreme Court http t co SRGOR Bn,0.0,Neutral,Thursday,2012-05-10,16:54:00
200667601150545920,6,12,0,6,VP Biden made a cameo on Jeopardy last night http t co QjUZTxr ,0.0,Neutral,Thursday,2012-05-10,19:24:00
200991029065826305,3,8,0,4,The VP s welcoming some #TopCops to the White House tomorrow as part of his long standing commitment to our nation s first responders ,0.06666666666666667,Neutral,Friday,2012-05-11,16:49:00
200996747827359746,11,14,0,3,In February VP Biden praised a new public safety broadband network that will keep firefighters cops and EMTs safer http t co fXvMn xp,0.06818181818181818,Neutral,Friday,2012-05-11,17:12:00
201057383949144064,109,642,251,449,In VP Biden helped secure billion in grants to hire and rehire police officers around the country http t co HvmDaJv,0.4,Positive,Friday,2012-05-11,21:13:00
202099012071985152,8,25,0,5,VP Biden s swinging through the Buckeye State this week we ll be tweeting about his trip with the hashtag #MadeInOhio,0.0,Neutral,Monday,2012-05-14,18:12:00
202111785229234178,5,22,0,6,Start getting fired up Check out the speech the VP gave to UAW autoworkers in Toledo this March http t co k J FW #MadeInOhio,0.0,Neutral,Monday,2012-05-14,19:02:00
202141992141078529,19,78,0,10,Thanks to President Obama s auto industry rescue Ohio has been on a steady road to recovery http t co c sIcsUF #MadeInOhio,0.18333333333333335,Positive,Monday,2012-05-14,21:03:00
202759508416663552,4,19,0,3,The VP s headed to the Buckeye State today for a two day visit stay tuned for updates from the road #MadeInOhio,0.0,Neutral,Wednesday,2012-05-16,13:56:00
202779651985256450,0,35,0,11,A powerful video everyone should see http t co fths MNo,0.3,Positive,Wednesday,2012-05-16,15:16:00
202794028935294976,1,16,0,4,RT OFA OH Volunteers are the beating heart of this campaign and they re fired up for JoeBiden #MadeInOhio http t co R jwmC N,0.0,Neutral,Wednesday,2012-05-16,16:13:00
202810990583230464,103,648,0,92,In Ohio in jobs relate to the auto industry that s Ohioans whose jobs are more secure thanks to President Obama #MadeInOhio,0.3666666666666667,Positive,Wednesday,2012-05-16,17:21:00
202826418630037505,7,34,0,4,Join Iowa s #Women leaders call with Dr Jill Biden tonight to discuss what s at stake this November http t co tsZ N Q,0.0,Neutral,Wednesday,2012-05-16,18:22:00
202930743767347200,15,62,0,10,Vice President Biden stopped by to say thanks to firefighters in Salem Ohio today http t co V nGBVyH,0.2,Positive,Thursday,2012-05-17,01:17:00
203137548497846273,33,47,0,12, It s not just that manufacturing s coming back The middle class is coming back America is coming back VP Biden in Youngstown yesterday,0.0,Neutral,Thursday,2012-05-17,14:59:00
203162605123153920,12,32,6,12,VP Biden in Ohio There are signs of life and hope in the heartland http t co iTzx haF,0.0,Neutral,Thursday,2012-05-17,16:38:00
203188620209819648,118,442,0,73,Four years ago President Obama promised to bring back American manufacturing and he s keeping his word http t co qUU sj #MadeInOhio,0.0,Neutral,Thursday,2012-05-17,18:21:00
203282216732725248,13,33,0,8,RT BeauBiden Pres BarackObama puts jobs education amp health care for veterans first They earned it Vets Obama http t co CqcfXqw BB,0.25,Positive,Friday,2012-05-18,00:33:00
203294127213903872,14,32,0,21,Blue skies and sunshine greeted Vice President Biden in Ohio this morning http t co XaQaTIC,0.0,Neutral,Friday,2012-05-18,01:21:00
203583862301921281,19,59,0,14, If you give them a fair shot ordinary American people will never let the country down VP Biden in Martins Ferry Ohio yesterday,0.0736111111111111,Neutral,Friday,2012-05-18,20:32:00
204619015644123138,14,31,0,8,A new way to follow Joe as he crisscrosses the country for #Obama presenting the Joe on the road Pinterest board http t co Rg gtY x,0.13636363636363635,Positive,Monday,2012-05-21,17:05:00
204948319406006273,4,25,0,11,RT aadaro Full house of vets obama fired up and ready to go OFA NC with beaubiden #VeteransforObama http t co G btHzw,0.275,Positive,Tuesday,2012-05-22,14:54:00
204978613546786816,5,8,0,3,New photos from the VP s #MadeInOhio tour last week http t co mdFWH pU,0.06818181818181818,Neutral,Tuesday,2012-05-22,16:54:00
205002859371167745,6,13,0,5,The VP s plan for today talking to grassroots supporters all over New Hampshire ,0.13636363636363635,Positive,Tuesday,2012-05-22,18:31:00
205013503541645312,8,15,0,7,RT hramer Vice President Joe Biden greets firefighters in Manchester NH http t co ynNzhPqB,0.0,Neutral,Tuesday,2012-05-22,19:13:00
205332044136448000,15,29,0,5,Randy tells the story of how Mitt Romney s firm forced his company into bankruptcy and walked away with millions http t co j g t E ,-0.25,Negative,Wednesday,2012-05-23,16:19:00
205338853932937219,5,19,0,3,Thanks to Randy Johnson for sharing his story about the impact of Romney economics let s fight to keep different values in the WH Joe,0.1,Positive,Wednesday,2012-05-23,16:46:00
205368034301460481,20,38,0,10, Our focus on the middle class is a reflection on the fundamental economic story of the journey of the history of this country VP Biden,0.1,Positive,Wednesday,2012-05-23,18:42:00
205419232761090049,6,10,0,5,More great pics from the VP s campaign trip through Ohio and Pennsylvania http t co hsVPbY S,0.65,Positive,Wednesday,2012-05-23,22:05:00
205752819704279041,10,40,1,38,Lunch summit http t co fPoEKGwM,0.0,Neutral,Thursday,2012-05-24,20:11:00
205782381142093824,5,12,0,4,The VP fired up #Obama supporters in New Hampshire this week http t co X q qjSV,0.13636363636363635,Positive,Thursday,2012-05-24,22:08:00
206057500733210624,6,21,0,6,Dr Jill Biden announced a new way to honor our nation s servicemembers earlier this month http t co XgPdbAGP,0.06818181818181818,Neutral,Friday,2012-05-25,16:21:00
206104891075203072,13,32,0,12,RT OFA NC In Charlotte yesterday JoeBiden was greeted by Fired up ready for Joe by an enthusiastic OFA NC team http t co QIHFrka ,0.4,Positive,Friday,2012-05-25,19:30:00
206412700639703042,11,58,0,18,Three years ago today VP Biden joined President Obama as he nominated Sonia Sotomayor to the Supreme Court http t co b xipcl ,0.0,Neutral,Saturday,2012-05-26,15:53:00
207132575356039168,26,165,0,30,Today we honor our nation s fallen heroes who made the ultimate sacrifice for their country We will never forget Joe,0.0,Neutral,Monday,2012-05-28,15:33:00
207531857577918464,9,33,0,5,Get to know Joe s son BeauBiden a major in the Delaware Army National Guard public servant and Vets Obama advocate http t co qXOO f W,0.03125,Neutral,Tuesday,2012-05-29,18:00:00
207857212155117569,7,31,0,11,The President and First Lady recorded a special message for servicemembers to mark the launch of Vets Obama http t co xdcV Gbk,0.3035714285714286,Positive,Wednesday,2012-05-30,15:33:00
207895494494658560,15,30,5,48,January VP Biden travels with Gen David Petraeus aboard a Chinook helicopter in Afghanistan http t co e IVp jU,0.0,Neutral,Wednesday,2012-05-30,18:05:00
207935598835671040,1,18,0,6,From career counseling to tax credits find out what President Obama is doing to help military families http t co qSJnlBxR,-0.1,Negative,Wednesday,2012-05-30,20:44:00
207957461552988160,24,52,0,10,President Obama is standing up for those who serve join Veterans and Military Families for Obama to stand with him http t co k EOIID,-0.1,Negative,Wednesday,2012-05-30,22:11:00
208227567252156416,6,15,0,11,As a military mom Dr Jill Biden knows how important it is that we provide long term support to our veterans http t co mXXdEDwf,0.08333333333333336,Neutral,Thursday,2012-05-31,16:04:00
208259288647483392,2,10,0,7,Read Dr Biden s powerful account of her son s deployment to Iraq in http t co ur Cvh ,0.3,Positive,Thursday,2012-05-31,18:10:00
208293581461528576,8,28,0,3,It s Barack s last campaign chip in what you can before tonight s important fundraising deadline http t co pCeExaf ,0.2,Positive,Thursday,2012-05-31,20:27:00
208352943630585856,10,50,0,8,Get the facts on President Obama s record of preserving our sacred trust with our servicemembers and veterans http t co MARj Av ,0.0,Neutral,Friday,2012-06-01,00:23:00
208619916507619328,4,9,0,4,Last December VP Biden welcomed home sailors of the USS Gettysburg after a deployment to the Middle East http t co a jvpmTY,0.0,Neutral,Friday,2012-06-01,18:03:00
208654410207870976,3,36,0,7,For all the latest on #Obama s work with vets and military families follow Vets Obama BeauBiden and JoiningForces #FF,0.2,Positive,Friday,2012-06-01,20:21:00
208690177017774080,13,30,0,10,The VP on the promises the Obama administration has kept to servicemembers and veterans http t co Xx RHweT,0.0,Neutral,Friday,2012-06-01,22:43:00
210054130574704642,2,12,0,5,VP Biden arneduncan and CFPB s Richard Cordray announce plans to make college more affordable http t co tbIE ikN,0.5,Positive,Tuesday,2012-06-05,17:03:00
210074282276028417,15,23,5,15,The VP believes students should know how much a year of college will cost and what types of financial aid are available to them ,0.20000000000000004,Positive,Tuesday,2012-06-05,18:23:00
210089880565465090,8,30,0,6,Get to know the President s blueprint for making college more affordable http t co mXpwRah,0.5,Positive,Tuesday,2012-06-05,19:25:00
210111717840142336,7,5,0,6,Weigh in with what you d like to see on the CFPB s Know Before You Owe college financial aid shopping sheet http t co lxeI d k,0.0,Neutral,Tuesday,2012-06-05,20:51:00
210434360862711808,13,69,0,9,Massachusetts was th out of states in job creation with Mitt Romney at the helm http t co bIQouqf ,0.0,Neutral,Wednesday,2012-06-06,18:13:00
210450686868062210,9,23,0,4,VP Biden on the manufacturing jobs created in the past two years http t co Ovx t lA,-0.25,Negative,Wednesday,2012-06-06,19:18:00
210466777547812864,3,17,0,4, It s going to empower students and families to be back in the driver s seat VP Biden on new college financial aid tools,0.04545454545454545,Neutral,Wednesday,2012-06-06,20:22:00
210490588762615809,9,26,0,7,The VP and the CFPB are helping every college student get the right info on how to pay for their education http t co SG iwCQP,0.2857142857142857,Positive,Wednesday,2012-06-06,21:57:00
210843885382021123,9,20,0,9,The VP enjoyed some frozen custard with locals in downtown Winston Salem yesterday http t co M GGpWkT,0.5,Positive,Thursday,2012-06-07,21:21:00
211129735651131393,9,33,0,17,Photo of the day VP Biden dancing with his daughter Ashley at her wedding on Saturday http t co ThUOq N ,0.0,Neutral,Friday,2012-06-08,16:17:00
211160988483985408,123,468,0,73,While Romney s policies are the same ones that led us into the economic crisis the President is fighting to get folks back on the job ,0.06666666666666667,Neutral,Friday,2012-06-08,18:21:00
211210933182283776,223,1017,0,121,The choice for the middle class is clear Romney would cut jobs for teachers and first responders the President would put them back to work ,0.08750000000000001,Neutral,Friday,2012-06-08,21:39:00
211227986140217345,40,112,0,10,The President s jobs plan would put folks back to work right away tell Congress we can t wait http t co Xe zp j ,0.14285714285714285,Positive,Friday,2012-06-08,22:47:00
212277487344943104,22,138,1,11,Cutting jobs for teachers firefighters and police officers won t grow the economy but that s Mitt Romney s plan http t co OvwvV ,-0.6,Negative,Monday,2012-06-11,20:17:00
212649814117203969,16,63,0,9,The Romney campaign doubled down on its pledge to cut jobs for teachers firefighters and police officers yesterday http t co zfXzLWVe,-0.15555555555555559,Negative,Tuesday,2012-06-12,20:57:00
212662277764161536,27,66,2,12,The President s plan to put cops and firefighters back to work would protect our nation s most basic obligation to keep our citizens safe ,0.25,Positive,Tuesday,2012-06-12,21:46:00
212674669680144384,10,53,0,9,Romney Economics means fewer teachers fewer firefighters and fewer police officers http t co ruNTxNG ,0.0,Neutral,Tuesday,2012-06-12,22:36:00
212689906366029824,4,23,1,10,The VP meets with supporters after speaking at a fire station in Flint Michigan in http t co V fHPs v,0.0,Neutral,Tuesday,2012-06-12,23:36:00
213044320872316929,4,40,0,14,We asked people to share how teachers and first responders have impacted their lives and the responses poured in http t co svTwkrhM,0.25,Positive,Wednesday,2012-06-13,23:04:00
213055943129313281,8,37,0,9,The President is speaking on economic fairness tomorrow at pm ET RSVP to watch live http t co lr IaRCb,0.16818181818181818,Positive,Wednesday,2012-06-13,23:51:00
213285581311053824,6,36,0,4,Don t forget to watch the President speak on building an economy that works for everyone at pm ET http t co IZiVQSul,0.0,Neutral,Thursday,2012-06-14,15:03:00
213323458719907843,7,18,0,7,We ll be live tweeting the President s remarks on Obama follow along for the latest ,0.3181818181818182,Positive,Thursday,2012-06-14,17:34:00
213381325875453952,8,44,0,10,The President laid out starkly the choice in this election between Gov Romney and the GOP vision and ours Great speech Joe,0.30000000000000004,Positive,Thursday,2012-06-14,21:24:00
213381817074581505,20,137,0,20,The President made it clear The only way we believe we can build an economy that lasts is through a middle class that prospers Joe,0.03333333333333334,Neutral,Thursday,2012-06-14,21:26:00
213382676978212864,12,86,0,13,American voters the President was right The only way to break the stalemate in Washington is you Joe,0.09523809523809523,Neutral,Thursday,2012-06-14,21:29:00
213383827140251649,24,125,0,15,The President said it well We have a plan to give everyone a fair shot They don t Joe,0.7,Positive,Thursday,2012-06-14,21:34:00
213384764030324736,31,91,0,14,Agree with the President We can t afford to jeopardize our future by repeating the mistakes of the past Joe,-0.125,Negative,Thursday,2012-06-14,21:37:00
213684031378829314,9,41,0,17,The VP s pledge to those who keep us safe http t co wSNgzfpk,0.5,Positive,Friday,2012-06-15,17:26:00
214812141696462848,6,31,0,11,Dr Biden knows our students deserve a President who s committed to their education join her as an Educator for Obama http t co s mjVs,0.0,Neutral,Monday,2012-06-18,20:09:00
